Date,Time,Menu Item,Category,Quantity,Price (per item),Revenue,Payment Method,Customer Type
11/03/2023,05:17 AM,Tiramisu,Dessert,9,6.5,58.5,Credit Card,Delivery
03/10/2023,05:58 PM,Margherita Pizza,Main Course,2,10,20,Mobile Payment,Dine-In
01/11/2023,12:51 PM,Spaghetti Carbonara,Main Course,10,12,120,Credit Card,Delivery
15/11/2023,05:39 AM,Minestrone Soup,Appetizer,6,7,42,Cash,Takeaway
12/12/2023,08:06 AM,Minestrone Soup,Appetizer,3,7,21,Cash,Delivery
17/08/2023,07:59 AM,Caprese Salad,Appetizer,5,8,40,Cash,Takeaway
09/04/2023,12:33 PM,Panna Cotta,Dessert,10,5.5,55,Cash,Takeaway
14/07/2023,05:09 PM,Caprese Salad,Appetizer,5,8,40,Credit Card,Dine-In
05/11/2023,04:43 AM,Lasagna,Main Course,3,11.5,34.5,Mobile Payment,Takeaway
09/07/2023,06:55 PM,Tiramisu,Dessert,8,6.5,52,Credit Card,Takeaway
12/02/2023,05:28 AM,Lasagna,Main Course,9,11.5,103.5,Mobile Payment,Dine-In
11/08/2023,03:07 AM,Bruschetta,Appetizer,6,5,30,Cash,Dine-In
31/07/2023,01:49 AM,Gelato,Dessert,8,4.5,36,Cash,Dine-In
16/07/2023,02:47 AM,Fettuccine Alfredo,Main Course,4,13,52,Credit Card,Takeaway
20/02/2023,10:11 PM,Fettuccine Alfredo,Main Course,8,13,104,Credit Card,Dine-In
26/05/2023,04:07 PM,Spaghetti Carbonara,Main Course,10,12,120,Cash,Delivery
03/01/2023,02:42 AM,Margherita Pizza,Main Course,10,10,100,Credit Card,Dine-In
07/10/2023,08:46 PM,Caprese Salad,Appetizer,8,8,64,Credit Card,Takeaway
01/05/2023,10:16 AM,Tiramisu,Dessert,4,6.5,26,Credit Card,Takeaway
23/11/2023,09:15 PM,Minestrone Soup,Appetizer,2,7,14,Credit Card,Takeaway
01/11/2023,06:17 PM,Margherita Pizza,Main Course,1,10,10,Mobile Payment,Dine-In
14/03/2023,09:56 AM,Gelato,Dessert,3,4.5,13.5,Mobile Payment,Takeaway
03/05/2023,07:28 PM,Gelato,Dessert,3,4.5,13.5,Mobile Payment,Delivery
13/02/2023,05:52 PM,Fettuccine Alfredo,Main Course,7,13,91,Mobile Payment,Delivery
16/09/2023,05:19 PM,Caprese Salad,Appetizer,2,8,16,Cash,Takeaway
23/01/2023,09:41 PM,Gelato,Dessert,6,4.5,27,Cash,Delivery
09/01/2023,12:11 PM,Tiramisu,Dessert,4,6.5,26,Credit Card,Delivery
02/12/2023,09:26 PM,Tiramisu,Dessert,9,6.5,58.5,Mobile Payment,Takeaway
09/03/2023,01:30 AM,Fettuccine Alfredo,Main Course,9,13,117,Cash,Delivery
30/03/2023,11:22 PM,Minestrone Soup,Appetizer,7,7,49,Mobile Payment,Dine-In
10/03/2023,02:09 AM,Minestrone Soup,Appetizer,8,7,56,Cash,Dine-In
23/01/2023,06:48 AM,Margherita Pizza,Main Course,1,10,10,Cash,Delivery
22/07/2023,06:32 PM,Minestrone Soup,Appetizer,2,7,14,Credit Card,Delivery
07/04/2023,09:45 AM,Fettuccine Alfredo,Main Course,1,13,13,Mobile Payment,Takeaway
19/05/2023,04:14 AM,Fettuccine Alfredo,Main Course,1,13,13,Cash,Delivery
13/08/2023,01:11 PM,Fettuccine Alfredo,Main Course,10,13,130,Cash,Delivery
11/09/2023,12:32 PM,Caprese Salad,Appetizer,4,8,32,Credit Card,Delivery
05/08/2023,02:41 AM,Gelato,Dessert,6,4.5,27,Credit Card,Delivery
30/05/2023,10:57 AM,Tiramisu,Dessert,5,6.5,32.5,Cash,Delivery
31/05/2023,10:27 AM,Minestrone Soup,Appetizer,8,7,56,Mobile Payment,Takeaway
26/03/2023,11:32 PM,Minestrone Soup,Appetizer,10,7,70,Cash,Dine-In
29/06/2023,08:59 PM,Gelato,Dessert,4,4.5,18,Mobile Payment,Dine-In
08/02/2023,10:54 PM,Gelato,Dessert,4,4.5,18,Mobile Payment,Delivery
13/12/2023,05:27 AM,Margherita Pizza,Main Course,3,10,30,Mobile Payment,Delivery
12/08/2023,01:11 AM,Spaghetti Carbonara,Main Course,10,12,120,Credit Card,Delivery
06/07/2023,12:21 PM,Gelato,Dessert,3,4.5,13.5,Credit Card,Delivery
19/03/2023,11:10 PM,Minestrone Soup,Appetizer,7,7,49,Cash,Takeaway
09/02/2023,07:35 PM,Spaghetti Carbonara,Main Course,5,12,60,Cash,Takeaway
09/06/2023,10:10 PM,Lasagna,Main Course,4,11.5,46,Credit Card,Dine-In
05/04/2023,05:02 PM,Caprese Salad,Appetizer,1,8,8,Mobile Payment,Dine-In
14/05/2023,08:53 AM,Minestrone Soup,Appetizer,5,7,35,Mobile Payment,Takeaway
21/12/2023,04:45 PM,Bruschetta,Appetizer,3,5,15,Credit Card,Dine-In
19/08/2023,05:53 AM,Minestrone Soup,Appetizer,5,7,35,Mobile Payment,Takeaway
07/12/2023,11:51 AM,Tiramisu,Dessert,5,6.5,32.5,Mobile Payment,Takeaway
02/06/2023,05:22 AM,Spaghetti Carbonara,Main Course,8,12,96,Mobile Payment,Dine-In
03/03/2023,06:51 AM,Spaghetti Carbonara,Main Course,2,12,24,Cash,Dine-In
03/07/2023,06:54 PM,Panna Cotta,Dessert,6,5.5,33,Cash,Delivery
07/03/2023,08:53 PM,Tiramisu,Dessert,8,6.5,52,Cash,Takeaway
02/09/2023,05:56 PM,Gelato,Dessert,2,4.5,9,Mobile Payment,Dine-In
05/03/2023,10:49 AM,Tiramisu,Dessert,3,6.5,19.5,Cash,Delivery
21/09/2023,11:45 AM,Spaghetti Carbonara,Main Course,4,12,48,Mobile Payment,Delivery
03/04/2023,04:24 AM,Gelato,Dessert,5,4.5,22.5,Credit Card,Dine-In
22/09/2023,05:13 AM,Lasagna,Main Course,8,11.5,92,Credit Card,Takeaway
29/12/2023,07:41 AM,Fettuccine Alfredo,Main Course,9,13,117,Cash,Dine-In
08/05/2023,06:42 AM,Caprese Salad,Appetizer,9,8,72,Credit Card,Delivery
04/06/2023,08:58 PM,Caprese Salad,Appetizer,9,8,72,Mobile Payment,Delivery
27/03/2023,08:12 PM,Panna Cotta,Dessert,6,5.5,33,Credit Card,Delivery
15/11/2023,08:39 PM,Fettuccine Alfredo,Main Course,3,13,39,Credit Card,Dine-In
11/02/2023,01:33 AM,Panna Cotta,Dessert,2,5.5,11,Mobile Payment,Dine-In
19/10/2023,02:13 PM,Panna Cotta,Dessert,3,5.5,16.5,Cash,Delivery
06/10/2023,09:53 AM,Lasagna,Main Course,1,11.5,11.5,Credit Card,Delivery
26/07/2023,10:09 AM,Minestrone Soup,Appetizer,8,7,56,Mobile Payment,Dine-In
21/03/2023,03:00 PM,Gelato,Dessert,10,4.5,45,Cash,Dine-In
23/06/2023,08:42 PM,Spaghetti Carbonara,Main Course,8,12,96,Mobile Payment,Takeaway
25/06/2023,01:36 PM,Spaghetti Carbonara,Main Course,9,12,108,Mobile Payment,Delivery
24/02/2023,10:53 AM,Bruschetta,Appetizer,2,5,10,Credit Card,Takeaway
18/08/2023,08:27 AM,Spaghetti Carbonara,Main Course,4,12,48,Credit Card,Takeaway
15/07/2023,09:00 PM,Gelato,Dessert,2,4.5,9,Credit Card,Takeaway
22/10/2023,10:40 AM,Bruschetta,Appetizer,7,5,35,Cash,Delivery
27/08/2023,05:01 PM,Lasagna,Main Course,7,11.5,80.5,Credit Card,Dine-In
20/07/2023,05:15 PM,Minestrone Soup,Appetizer,4,7,28,Credit Card,Delivery
29/06/2023,01:39 AM,Margherita Pizza,Main Course,3,10,30,Cash,Delivery
30/11/2023,10:57 PM,Minestrone Soup,Appetizer,9,7,63,Mobile Payment,Dine-In
25/02/2023,02:42 PM,Spaghetti Carbonara,Main Course,6,12,72,Mobile Payment,Takeaway
25/07/2023,12:29 PM,Margherita Pizza,Main Course,8,10,80,Credit Card,Delivery
14/10/2023,06:38 AM,Fettuccine Alfredo,Main Course,3,13,39,Cash,Dine-In
16/07/2023,05:12 PM,Minestrone Soup,Appetizer,3,7,21,Cash,Delivery
14/12/2023,08:51 PM,Tiramisu,Dessert,10,6.5,65,Credit Card,Takeaway
10/07/2023,11:34 AM,Caprese Salad,Appetizer,2,8,16,Credit Card,Dine-In
04/11/2023,05:22 PM,Gelato,Dessert,10,4.5,45,Credit Card,Dine-In
20/01/2023,04:40 AM,Fettuccine Alfredo,Main Course,1,13,13,Mobile Payment,Takeaway
17/03/2023,08:41 PM,Caprese Salad,Appetizer,10,8,80,Cash,Delivery
12/06/2023,05:32 AM,Gelato,Dessert,8,4.5,36,Mobile Payment,Takeaway
30/10/2023,11:28 AM,Caprese Salad,Appetizer,9,8,72,Mobile Payment,Takeaway
28/12/2023,07:12 PM,Lasagna,Main Course,1,11.5,11.5,Credit Card,Takeaway
18/06/2023,10:59 PM,Tiramisu,Dessert,1,6.5,6.5,Mobile Payment,Takeaway
18/12/2023,09:28 PM,Margherita Pizza,Main Course,2,10,20,Cash,Takeaway
01/12/2023,07:44 PM,Panna Cotta,Dessert,8,5.5,44,Mobile Payment,Dine-In
25/10/2023,04:23 PM,Spaghetti Carbonara,Main Course,3,12,36,Mobile Payment,Delivery
13/11/2023,12:58 PM,Spaghetti Carbonara,Main Course,5,12,60,Credit Card,Delivery
24/12/2023,03:45 AM,Bruschetta,Appetizer,3,5,15,Cash,Takeaway
02/08/2023,05:10 AM,Gelato,Dessert,7,4.5,31.5,Cash,Delivery
09/11/2023,04:05 PM,Margherita Pizza,Main Course,5,10,50,Mobile Payment,Dine-In
14/10/2023,11:05 AM,Minestrone Soup,Appetizer,1,7,7,Cash,Takeaway
29/03/2023,03:41 PM,Caprese Salad,Appetizer,6,8,48,Mobile Payment,Takeaway
12/12/2023,11:14 PM,Lasagna,Main Course,8,11.5,92,Cash,Dine-In
06/05/2023,09:31 AM,Caprese Salad,Appetizer,7,8,56,Credit Card,Takeaway
27/05/2023,07:04 AM,Minestrone Soup,Appetizer,6,7,42,Cash,Takeaway
13/10/2023,09:20 AM,Lasagna,Main Course,2,11.5,23,Mobile Payment,Delivery
05/10/2023,12:57 PM,Gelato,Dessert,2,4.5,9,Credit Card,Takeaway
22/01/2023,09:49 AM,Tiramisu,Dessert,6,6.5,39,Cash,Delivery
11/05/2023,04:21 PM,Bruschetta,Appetizer,4,5,20,Mobile Payment,Takeaway
14/10/2023,11:45 PM,Lasagna,Main Course,9,11.5,103.5,Credit Card,Delivery
27/10/2023,08:10 AM,Bruschetta,Appetizer,1,5,5,Mobile Payment,Delivery
25/04/2023,09:46 PM,Bruschetta,Appetizer,3,5,15,Credit Card,Takeaway
18/06/2023,04:07 PM,Tiramisu,Dessert,6,6.5,39,Credit Card,Delivery
21/03/2023,01:53 PM,Minestrone Soup,Appetizer,9,7,63,Mobile Payment,Dine-In
27/05/2023,10:57 AM,Lasagna,Main Course,5,11.5,57.5,Credit Card,Delivery
20/10/2023,07:55 AM,Caprese Salad,Appetizer,6,8,48,Credit Card,Takeaway
31/03/2023,01:14 AM,Gelato,Dessert,6,4.5,27,Credit Card,Delivery
28/05/2023,01:16 AM,Margherita Pizza,Main Course,1,10,10,Mobile Payment,Delivery
24/02/2023,11:26 AM,Lasagna,Main Course,4,11.5,46,Mobile Payment,Delivery
25/09/2023,04:51 PM,Spaghetti Carbonara,Main Course,10,12,120,Cash,Takeaway
08/04/2023,03:50 AM,Fettuccine Alfredo,Main Course,4,13,52,Mobile Payment,Takeaway
27/11/2023,08:46 AM,Spaghetti Carbonara,Main Course,7,12,84,Mobile Payment,Takeaway
31/05/2023,07:22 PM,Bruschetta,Appetizer,1,5,5,Mobile Payment,Delivery
26/07/2023,02:35 PM,Caprese Salad,Appetizer,8,8,64,Credit Card,Takeaway
08/12/2023,03:15 AM,Spaghetti Carbonara,Main Course,10,12,120,Cash,Takeaway
07/05/2023,12:13 AM,Lasagna,Main Course,6,11.5,69,Credit Card,Takeaway
16/05/2023,11:15 AM,Lasagna,Main Course,3,11.5,34.5,Mobile Payment,Delivery
06/01/2023,08:55 AM,Fettuccine Alfredo,Main Course,5,13,65,Credit Card,Delivery
01/03/2023,03:53 PM,Lasagna,Main Course,5,11.5,57.5,Cash,Delivery
14/09/2023,12:00 AM,Lasagna,Main Course,8,11.5,92,Mobile Payment,Takeaway
07/07/2023,08:58 PM,Bruschetta,Appetizer,10,5,50,Credit Card,Takeaway
19/03/2023,03:31 PM,Panna Cotta,Dessert,6,5.5,33,Cash,Delivery
08/10/2023,04:04 PM,Caprese Salad,Appetizer,10,8,80,Credit Card,Delivery
01/11/2023,02:47 AM,Caprese Salad,Appetizer,2,8,16,Mobile Payment,Delivery
04/07/2023,02:39 AM,Panna Cotta,Dessert,7,5.5,38.5,Credit Card,Delivery
15/09/2023,06:54 AM,Panna Cotta,Dessert,5,5.5,27.5,Credit Card,Dine-In
16/06/2023,05:45 PM,Minestrone Soup,Appetizer,9,7,63,Mobile Payment,Dine-In
25/10/2023,04:41 PM,Tiramisu,Dessert,5,6.5,32.5,Cash,Dine-In
20/08/2023,04:30 AM,Caprese Salad,Appetizer,6,8,48,Cash,Delivery
30/01/2023,07:04 PM,Minestrone Soup,Appetizer,7,7,49,Mobile Payment,Dine-In
21/07/2023,08:41 AM,Margherita Pizza,Main Course,7,10,70,Mobile Payment,Dine-In
24/01/2023,02:27 PM,Fettuccine Alfredo,Main Course,3,13,39,Mobile Payment,Dine-In
05/02/2023,04:06 PM,Margherita Pizza,Main Course,9,10,90,Cash,Dine-In
10/03/2023,09:53 PM,Gelato,Dessert,2,4.5,9,Cash,Takeaway
12/07/2023,12:49 PM,Tiramisu,Dessert,2,6.5,13,Credit Card,Delivery
27/06/2023,04:02 AM,Spaghetti Carbonara,Main Course,2,12,24,Cash,Delivery
06/03/2023,07:36 AM,Margherita Pizza,Main Course,2,10,20,Cash,Takeaway
10/12/2023,06:35 PM,Gelato,Dessert,7,4.5,31.5,Cash,Dine-In
06/05/2023,03:43 PM,Fettuccine Alfredo,Main Course,9,13,117,Cash,Dine-In
27/02/2023,01:05 AM,Gelato,Dessert,10,4.5,45,Credit Card,Dine-In
15/04/2023,02:17 AM,Tiramisu,Dessert,5,6.5,32.5,Credit Card,Takeaway
02/11/2023,10:56 PM,Margherita Pizza,Main Course,10,10,100,Mobile Payment,Dine-In
24/07/2023,02:58 PM,Bruschetta,Appetizer,9,5,45,Credit Card,Dine-In
12/03/2023,05:11 PM,Lasagna,Main Course,7,11.5,80.5,Mobile Payment,Delivery
12/06/2023,07:42 PM,Panna Cotta,Dessert,6,5.5,33,Credit Card,Takeaway
14/03/2023,10:32 PM,Caprese Salad,Appetizer,5,8,40,Cash,Takeaway
20/05/2023,02:04 AM,Caprese Salad,Appetizer,9,8,72,Mobile Payment,Dine-In
16/11/2023,11:10 PM,Gelato,Dessert,1,4.5,4.5,Cash,Dine-In
25/06/2023,09:57 PM,Gelato,Dessert,8,4.5,36,Cash,Delivery
01/08/2023,01:56 PM,Spaghetti Carbonara,Main Course,7,12,84,Cash,Dine-In
02/10/2023,04:09 PM,Bruschetta,Appetizer,3,5,15,Cash,Delivery
14/03/2023,03:48 PM,Margherita Pizza,Main Course,2,10,20,Cash,Takeaway
12/10/2023,06:05 PM,Spaghetti Carbonara,Main Course,8,12,96,Credit Card,Takeaway
14/04/2023,11:16 AM,Tiramisu,Dessert,4,6.5,26,Cash,Dine-In
01/10/2023,06:30 AM,Margherita Pizza,Main Course,5,10,50,Cash,Delivery
05/11/2023,08:34 PM,Margherita Pizza,Main Course,3,10,30,Credit Card,Delivery
09/12/2023,07:04 PM,Bruschetta,Appetizer,9,5,45,Credit Card,Takeaway
04/06/2023,12:31 AM,Bruschetta,Appetizer,3,5,15,Mobile Payment,Dine-In
02/09/2023,08:16 AM,Panna Cotta,Dessert,6,5.5,33,Cash,Dine-In
09/10/2023,10:58 AM,Lasagna,Main Course,6,11.5,69,Cash,Delivery
28/11/2023,12:15 PM,Lasagna,Main Course,10,11.5,115,Cash,Delivery
11/09/2023,03:54 PM,Tiramisu,Dessert,8,6.5,52,Cash,Dine-In
08/07/2023,10:40 AM,Gelato,Dessert,10,4.5,45,Mobile Payment,Dine-In
15/03/2023,12:33 AM,Lasagna,Main Course,1,11.5,11.5,Mobile Payment,Delivery
01/08/2023,10:04 AM,Spaghetti Carbonara,Main Course,3,12,36,Cash,Dine-In
13/07/2023,07:26 PM,Bruschetta,Appetizer,2,5,10,Mobile Payment,Delivery
16/12/2023,11:31 AM,Lasagna,Main Course,7,11.5,80.5,Mobile Payment,Delivery
08/09/2023,03:43 PM,Spaghetti Carbonara,Main Course,9,12,108,Credit Card,Dine-In
06/10/2023,04:40 PM,Spaghetti Carbonara,Main Course,2,12,24,Mobile Payment,Dine-In
25/09/2023,01:09 AM,Tiramisu,Dessert,1,6.5,6.5,Credit Card,Takeaway
11/03/2023,09:31 PM,Bruschetta,Appetizer,8,5,40,Mobile Payment,Dine-In
05/01/2023,07:27 AM,Caprese Salad,Appetizer,2,8,16,Cash,Dine-In
12/11/2023,09:46 PM,Panna Cotta,Dessert,1,5.5,5.5,Mobile Payment,Takeaway
09/01/2023,12:13 AM,Caprese Salad,Appetizer,6,8,48,Cash,Dine-In
09/01/2023,06:04 PM,Lasagna,Main Course,1,11.5,11.5,Cash,Dine-In
14/09/2023,11:49 PM,Gelato,Dessert,3,4.5,13.5,Credit Card,Dine-In
25/09/2023,05:04 AM,Bruschetta,Appetizer,5,5,25,Mobile Payment,Delivery
09/05/2023,12:05 PM,Lasagna,Main Course,1,11.5,11.5,Credit Card,Takeaway
26/07/2023,03:40 PM,Panna Cotta,Dessert,9,5.5,49.5,Mobile Payment,Dine-In
02/06/2023,11:20 PM,Tiramisu,Dessert,8,6.5,52,Credit Card,Takeaway
13/07/2023,12:52 PM,Caprese Salad,Appetizer,6,8,48,Credit Card,Delivery
05/01/2023,11:59 PM,Spaghetti Carbonara,Main Course,10,12,120,Cash,Takeaway
26/11/2023,11:18 AM,Panna Cotta,Dessert,5,5.5,27.5,Mobile Payment,Dine-In
27/04/2023,07:12 AM,Panna Cotta,Dessert,8,5.5,44,Cash,Dine-In
08/02/2023,11:21 PM,Lasagna,Main Course,1,11.5,11.5,Mobile Payment,Delivery
17/01/2023,06:07 AM,Fettuccine Alfredo,Main Course,9,13,117,Credit Card,Delivery
14/03/2023,01:35 PM,Tiramisu,Dessert,1,6.5,6.5,Credit Card,Delivery
03/05/2023,07:20 PM,Gelato,Dessert,10,4.5,45,Cash,Takeaway
12/03/2023,11:31 PM,Tiramisu,Dessert,10,6.5,65,Mobile Payment,Takeaway
28/01/2023,03:20 AM,Gelato,Dessert,2,4.5,9,Credit Card,Takeaway
05/11/2023,08:57 PM,Panna Cotta,Dessert,7,5.5,38.5,Cash,Dine-In
20/11/2023,09:19 AM,Minestrone Soup,Appetizer,8,7,56,Credit Card,Takeaway
10/10/2023,12:48 PM,Gelato,Dessert,3,4.5,13.5,Mobile Payment,Delivery
04/12/2023,12:58 PM,Tiramisu,Dessert,8,6.5,52,Cash,Dine-In
07/02/2023,02:48 AM,Lasagna,Main Course,6,11.5,69,Cash,Delivery
20/11/2023,05:15 AM,Gelato,Dessert,2,4.5,9,Cash,Dine-In
16/02/2023,12:10 AM,Lasagna,Main Course,2,11.5,23,Cash,Takeaway
22/02/2023,04:31 AM,Tiramisu,Dessert,3,6.5,19.5,Cash,Takeaway
12/10/2023,06:56 PM,Caprese Salad,Appetizer,9,8,72,Credit Card,Dine-In
15/02/2023,12:04 PM,Caprese Salad,Appetizer,2,8,16,Mobile Payment,Delivery
15/06/2023,01:08 PM,Margherita Pizza,Main Course,6,10,60,Cash,Takeaway
13/02/2023,07:05 PM,Bruschetta,Appetizer,5,5,25,Mobile Payment,Dine-In
16/12/2023,12:59 PM,Spaghetti Carbonara,Main Course,2,12,24,Cash,Takeaway
17/05/2023,04:49 PM,Spaghetti Carbonara,Main Course,5,12,60,Credit Card,Takeaway
21/05/2023,02:22 PM,Lasagna,Main Course,1,11.5,11.5,Credit Card,Takeaway
08/05/2023,08:25 AM,Minestrone Soup,Appetizer,4,7,28,Mobile Payment,Dine-In
22/08/2023,03:39 AM,Spaghetti Carbonara,Main Course,1,12,12,Credit Card,Takeaway
19/06/2023,09:10 PM,Gelato,Dessert,2,4.5,9,Cash,Takeaway
08/08/2023,10:13 PM,Panna Cotta,Dessert,2,5.5,11,Cash,Takeaway
04/11/2023,11:43 PM,Bruschetta,Appetizer,9,5,45,Cash,Dine-In
22/07/2023,10:53 AM,Lasagna,Main Course,3,11.5,34.5,Mobile Payment,Dine-In
15/06/2023,12:50 PM,Lasagna,Main Course,1,11.5,11.5,Cash,Dine-In
15/10/2023,06:49 AM,Panna Cotta,Dessert,2,5.5,11,Credit Card,Delivery
08/10/2023,12:55 AM,Minestrone Soup,Appetizer,3,7,21,Cash,Takeaway
20/12/2023,02:21 AM,Gelato,Dessert,5,4.5,22.5,Credit Card,Delivery
04/06/2023,08:15 AM,Lasagna,Main Course,7,11.5,80.5,Mobile Payment,Takeaway
12/07/2023,02:31 AM,Minestrone Soup,Appetizer,4,7,28,Cash,Delivery
24/07/2023,06:14 PM,Caprese Salad,Appetizer,2,8,16,Mobile Payment,Dine-In
03/07/2023,11:56 PM,Caprese Salad,Appetizer,4,8,32,Mobile Payment,Dine-In
25/02/2023,08:28 AM,Fettuccine Alfredo,Main Course,10,13,130,Mobile Payment,Delivery
23/01/2023,07:13 PM,Gelato,Dessert,1,4.5,4.5,Cash,Dine-In
06/01/2023,03:21 AM,Lasagna,Main Course,9,11.5,103.5,Mobile Payment,Delivery
22/09/2023,07:02 PM,Panna Cotta,Dessert,10,5.5,55,Credit Card,Takeaway
10/07/2023,01:21 PM,Minestrone Soup,Appetizer,3,7,21,Mobile Payment,Delivery
18/03/2023,11:46 AM,Margherita Pizza,Main Course,7,10,70,Credit Card,Takeaway
31/07/2023,02:55 AM,Tiramisu,Dessert,3,6.5,19.5,Cash,Takeaway
24/06/2023,03:32 PM,Bruschetta,Appetizer,8,5,40,Cash,Takeaway
31/08/2023,03:19 AM,Minestrone Soup,Appetizer,3,7,21,Cash,Dine-In
02/06/2023,01:31 AM,Tiramisu,Dessert,7,6.5,45.5,Cash,Delivery
25/02/2023,11:06 PM,Spaghetti Carbonara,Main Course,1,12,12,Mobile Payment,Dine-In
09/10/2023,05:27 AM,Fettuccine Alfredo,Main Course,9,13,117,Cash,Takeaway
28/04/2023,01:49 PM,Spaghetti Carbonara,Main Course,3,12,36,Mobile Payment,Delivery
09/08/2023,01:30 PM,Margherita Pizza,Main Course,4,10,40,Credit Card,Takeaway
30/10/2023,02:39 PM,Gelato,Dessert,5,4.5,22.5,Mobile Payment,Dine-In
15/04/2023,09:30 AM,Tiramisu,Dessert,6,6.5,39,Credit Card,Delivery
05/04/2023,12:29 PM,Fettuccine Alfredo,Main Course,3,13,39,Cash,Dine-In
14/05/2023,10:53 PM,Minestrone Soup,Appetizer,10,7,70,Mobile Payment,Takeaway
01/11/2023,01:15 PM,Panna Cotta,Dessert,3,5.5,16.5,Mobile Payment,Dine-In
27/06/2023,12:00 PM,Minestrone Soup,Appetizer,8,7,56,Credit Card,Delivery
27/12/2023,10:09 AM,Panna Cotta,Dessert,8,5.5,44,Credit Card,Delivery
09/03/2023,10:41 AM,Tiramisu,Dessert,1,6.5,6.5,Cash,Dine-In
03/04/2023,12:44 PM,Spaghetti Carbonara,Main Course,9,12,108,Cash,Takeaway
01/11/2023,04:42 AM,Panna Cotta,Dessert,4,5.5,22,Cash,Dine-In
06/09/2023,09:41 PM,Caprese Salad,Appetizer,10,8,80,Mobile Payment,Dine-In
07/09/2023,09:51 AM,Spaghetti Carbonara,Main Course,9,12,108,Cash,Takeaway
13/11/2023,01:49 AM,Fettuccine Alfredo,Main Course,5,13,65,Cash,Dine-In
09/04/2023,01:06 PM,Caprese Salad,Appetizer,2,8,16,Mobile Payment,Takeaway
28/07/2023,11:22 PM,Minestrone Soup,Appetizer,6,7,42,Mobile Payment,Takeaway
07/09/2023,05:42 AM,Tiramisu,Dessert,2,6.5,13,Credit Card,Dine-In
29/05/2023,01:06 AM,Lasagna,Main Course,10,11.5,115,Mobile Payment,Takeaway
27/03/2023,03:36 PM,Panna Cotta,Dessert,6,5.5,33,Mobile Payment,Delivery
27/02/2023,07:32 PM,Tiramisu,Dessert,3,6.5,19.5,Mobile Payment,Takeaway
04/10/2023,01:25 AM,Minestrone Soup,Appetizer,8,7,56,Credit Card,Takeaway
22/02/2023,10:18 PM,Bruschetta,Appetizer,5,5,25,Credit Card,Takeaway
14/05/2023,11:53 AM,Tiramisu,Dessert,3,6.5,19.5,Credit Card,Dine-In
17/04/2023,08:04 PM,Fettuccine Alfredo,Main Course,7,13,91,Mobile Payment,Takeaway
25/03/2023,09:01 PM,Spaghetti Carbonara,Main Course,3,12,36,Credit Card,Dine-In
18/10/2023,11:58 AM,Caprese Salad,Appetizer,10,8,80,Mobile Payment,Delivery
27/03/2023,11:02 AM,Lasagna,Main Course,10,11.5,115,Mobile Payment,Takeaway
20/09/2023,11:11 PM,Tiramisu,Dessert,5,6.5,32.5,Cash,Dine-In
21/05/2023,10:23 PM,Spaghetti Carbonara,Main Course,8,12,96,Credit Card,Dine-In
30/12/2023,10:59 AM,Bruschetta,Appetizer,1,5,5,Cash,Dine-In
22/10/2023,09:35 PM,Lasagna,Main Course,9,11.5,103.5,Cash,Takeaway
08/02/2023,09:37 PM,Tiramisu,Dessert,8,6.5,52,Mobile Payment,Delivery
22/05/2023,11:42 PM,Fettuccine Alfredo,Main Course,4,13,52,Cash,Takeaway
24/10/2023,12:05 AM,Tiramisu,Dessert,7,6.5,45.5,Mobile Payment,Delivery
23/12/2023,12:13 PM,Tiramisu,Dessert,1,6.5,6.5,Cash,Dine-In
07/08/2023,07:13 AM,Minestrone Soup,Appetizer,5,7,35,Cash,Takeaway
21/06/2023,06:40 PM,Panna Cotta,Dessert,4,5.5,22,Mobile Payment,Takeaway
24/06/2023,11:17 PM,Margherita Pizza,Main Course,1,10,10,Credit Card,Delivery
23/08/2023,12:33 AM,Tiramisu,Dessert,6,6.5,39,Cash,Takeaway
01/01/2023,02:36 PM,Bruschetta,Appetizer,10,5,50,Mobile Payment,Takeaway
22/03/2023,09:21 AM,Tiramisu,Dessert,5,6.5,32.5,Cash,Dine-In
09/07/2023,10:40 PM,Spaghetti Carbonara,Main Course,5,12,60,Cash,Delivery
05/06/2023,11:52 PM,Bruschetta,Appetizer,3,5,15,Mobile Payment,Dine-In
26/12/2023,03:14 AM,Margherita Pizza,Main Course,8,10,80,Cash,Dine-In
08/03/2023,08:15 PM,Bruschetta,Appetizer,9,5,45,Mobile Payment,Takeaway
05/01/2023,12:16 AM,Fettuccine Alfredo,Main Course,7,13,91,Cash,Delivery
08/03/2023,04:18 PM,Tiramisu,Dessert,1,6.5,6.5,Cash,Dine-In
22/02/2023,03:31 AM,Fettuccine Alfredo,Main Course,9,13,117,Cash,Dine-In
14/07/2023,04:32 AM,Spaghetti Carbonara,Main Course,9,12,108,Mobile Payment,Delivery
05/01/2023,08:49 PM,Spaghetti Carbonara,Main Course,3,12,36,Cash,Delivery
19/04/2023,09:26 PM,Spaghetti Carbonara,Main Course,2,12,24,Mobile Payment,Delivery
14/08/2023,07:24 AM,Tiramisu,Dessert,5,6.5,32.5,Credit Card,Dine-In
28/10/2023,01:06 PM,Fettuccine Alfredo,Main Course,3,13,39,Cash,Dine-In
06/05/2023,09:27 AM,Tiramisu,Dessert,7,6.5,45.5,Mobile Payment,Delivery
03/11/2023,08:44 PM,Lasagna,Main Course,2,11.5,23,Mobile Payment,Takeaway
